analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00039642,ERS1107858,ERR1352927,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039643,ERS1107856,ERR1352923,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039644,ERS1107862,ERR1352935,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039645,ERS1107875,ERR1352962,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039646,ERS1107860,ERR1352932,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039647,ERS1107875,ERR1352961,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039648,ERS1107857,ERR1352926,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039649,ERS1107852,ERR1352915,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039650,ERS1107859,ERR1352930,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039651,ERS1107873,ERR1352958,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039652,ERS1107874,ERR1352959,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039653,ERS1107860,ERR1352931,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039654,ERS1107869,ERR1352950,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039655,ERS1107862,ERR1352936,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039656,ERS1107870,ERR1352952,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039657,ERS1107871,ERR1352953,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039658,ERS1107871,ERR1352954,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039659,ERS1107872,ERR1352955,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039660,ERS1107872,ERR1352956,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039661,ERS1107863,ERR1352937,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039662,ERS1107874,ERR1352960,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039663,ERS1107863,ERR1352938,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039664,ERS1107864,ERR1352939,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039665,ERS1107853,ERR1352918,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039666,ERS1107854,ERR1352919,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039667,ERS1107870,ERR1352951,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039668,ERS1107851,ERR1352914,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039669,ERS1107861,ERR1352933,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039670,ERS1107852,ERR1352916,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039671,ERS1107853,ERR1352917,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039672,ERS1107849,ERR1352910,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039673,ERS1107850,ERR1352911,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039674,ERS1107850,ERR1352912,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00039675,ERS1107851,ERR1352913,metagenomic,2.0,Illumina HiSeq 2500,MGYS00000777,PRJEB13232,Influence of biodiversity on the functionality of activated sludge communities,30,EAWAG,root:Engineered:Wastewater:Industrial wastewater
MGYA00041008,ERS1110347,ERR1356729,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041009,ERS1110347,ERR1356728,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041010,ERS1110364,ERR1356763,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041011,ERS1110340,ERR1356714,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041012,ERS1110363,ERR1356761,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041013,ERS1110363,ERR1356760,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041014,ERS1110344,ERR1356723,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041015,ERS1110344,ERR1356722,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041016,ERS1110343,ERR1356721,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041017,ERS1110343,ERR1356720,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041018,ERS1110353,ERR1356741,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041019,ERS1110346,ERR1356726,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041020,ERS1110345,ERR1356725,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041021,ERS1110345,ERR1356724,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041022,ERS1110333,ERR1356701,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041023,ERS1110333,ERR1356700,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041024,ERS1110334,ERR1356703,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041025,ERS1110334,ERR1356702,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041026,ERS1110335,ERR1356705,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041027,ERS1110335,ERR1356704,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041028,ERS1110336,ERR1356707,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041029,ERS1110336,ERR1356706,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041030,ERS1110337,ERR1356709,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041031,ERS1110337,ERR1356708,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041032,ERS1110357,ERR1356748,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041033,ERS1110356,ERR1356746,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041034,ERS1110361,ERR1356757,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041035,ERS1110355,ERR1356745,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041036,ERS1110355,ERR1356744,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041037,ERS1110357,ERR1356749,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041038,ERS1110356,ERR1356747,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041039,ERS1110349,ERR1356733,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041040,ERS1110331,ERR1356697,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041041,ERS1110331,ERR1356696,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041042,ERS1110330,ERR1356695,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041043,ERS1110330,ERR1356694,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041044,ERS1110329,ERR1356693,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041045,ERS1110329,ERR1356692,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041046,ERS1110362,ERR1356758,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041047,ERS1110362,ERR1356759,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041048,ERS1110361,ERR1356756,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041049,ERS1110346,ERR1356727,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041050,ERS1110360,ERR1356754,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041051,ERS1110360,ERR1356755,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041052,ERS1110359,ERR1356752,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041053,ERS1110359,ERR1356753,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041054,ERS1110332,ERR1356699,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041055,ERS1110332,ERR1356698,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041056,ERS1110339,ERR1356712,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041057,ERS1110339,ERR1356713,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041058,ERS1110338,ERR1356710,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041059,ERS1110351,ERR1356737,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041060,ERS1110348,ERR1356730,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041061,ERS1110341,ERR1356717,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041062,ERS1110349,ERR1356732,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041063,ERS1110340,ERR1356715,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041064,ERS1110342,ERR1356718,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041065,ERS1110342,ERR1356719,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041066,ERS1110352,ERR1356738,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041067,ERS1110352,ERR1356739,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041068,ERS1110350,ERR1356734,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041069,ERS1110354,ERR1356743,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041070,ERS1110350,ERR1356735,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041071,ERS1110351,ERR1356736,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041072,ERS1110358,ERR1356751,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041073,ERS1110338,ERR1356711,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041074,ERS1110358,ERR1356750,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041075,ERS1110353,ERR1356740,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041076,ERS1110341,ERR1356716,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041077,ERS1110364,ERR1356762,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041078,ERS1110354,ERR1356742,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00041079,ERS1110348,ERR1356731,metatranscriptomic,2.0,Illumina HiSeq 2500,MGYS00000823,PRJEB13233,Studying the presence and selection of antibiotic resistance genes,36,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00064268,ERS1162557,ERR1414236,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064269,ERS1162538,ERR1414217,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064270,ERS1162588,ERR1414267,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064271,ERS1162539,ERR1414218,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064272,ERS1162592,ERR1414271,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064273,ERS1162561,ERR1414240,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064274,ERS1162546,ERR1414225,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064275,ERS1162540,ERR1414219,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064276,ERS1162531,ERR1414210,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064277,ERS1162541,ERR1414220,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064278,ERS1162580,ERR1414259,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064279,ERS1162556,ERR1414235,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
